n,setor,subsecao,afirmacao,score,interview,ts,dim,dim_nome,maturity,confidence,termos,paraphrase,decisao,ancora_substituta,nota,orfa
16,Setor Público,"3.1.3. Dados, Monitoramento e Planejamento",Levantamentos Próprios: Contratação de robôs para mapeamento da rede de drenagem subterrânea e aquisição de 20 miniestações meteorológicas para previsibilidade climática.,0.231,ENT-013,00:24:49,4.2.3,"Participação de conselhos, COMDEMA e sociedade civil",em_elaboracao,alta,mapeamento|proprios|rede,"PROJETO ESTRUTURANTE, JÁ SUBMETIDO. Rede de núcleos comunitários de defesa civil como canal bidirecional — a comunidade identifica o risco local que o mapeamento não alcança, e recebe o alerta em linguagem própria. Responde de uma vez às lacunas de dado territorial fino (ENT-005, ENT-007) e de comunicação (cinco sessões), e se apoia na densidade associativa que ENT-007 documenta. É a proposta com melhor relação entre custo e alcance no corpus.",,,,
16,Setor Público,"3.1.3. Dados, Monitoramento e Planejamento",Levantamentos Próprios: Contratação de robôs para mapeamento da rede de drenagem subterrânea e aquisição de 20 miniestações meteorológicas para previsibilidade climática.,0.231,ENT-008,00:30:37,3.2.2,"Qualidade, atualização e acessibilidade dos dados climáticos",em_elaboracao,alta,climatica|drenagem|rede,"A base cadastral da infraestrutura de drenagem está sendo reconstituída dentro do plano climático — ou seja, o município não sabe hoje, de forma sistematizada, onde estão os pontos de saída de sua própria rede. Pré-condição de qualquer projeto financiável de drenagem, e está em construção.",,,,
17,Setor Público,"3.1.3. Dados, Monitoramento e Planejamento","Desenvolvimento de Sistema: A AMTECH está criando um sistema para organizar informações de áreas de risco, Defesa Civil e vulnerabilidade social.",0.417,ENT-013,00:45:24,1.2.1,Responsabilidades institucionais para implementação climática,inexistente,media,civil|defesa|informacoes|risco|sistema,"O órgão de defesa civil se coloca como titular natural do sistema municipal de dados de risco, com o argumento de já agregar informação das demais pastas. Registra uma candidatura concreta à titularidade — questão que a criação de qualquer instância de governança de dados terá de resolver.",,,,
17,Setor Público,"3.1.3. Dados, Monitoramento e Planejamento","Desenvolvimento de Sistema: A AMTECH está criando um sistema para organizar informações de áreas de risco, Defesa Civil e vulnerabilidade social.",0.333,ENT-001-ENT-002,00:17:58,1.1.5,Avaliação de riscos e vulnerabilidades climáticas,em_elaboracao,baixa,civil|defesa|risco|vulnerabilidade,"O risco climático é lido por recorrência de ocorrência — vento, chuva, queda de árvore, alagamento — e não por avaliação estruturada. O participante remete explicitamente a avaliação técnica às secretarias de infraestrutura e à Defesa Civil, o que limita a confiança desta evidência sobre a existência do instrumento.",,,,
17,Setor Público,"3.1.3. Dados, Monitoramento e Planejamento","Desenvolvimento de Sistema: A AMTECH está criando um sistema para organizar informações de áreas de risco, Defesa Civil e vulnerabilidade social.",0.333,ENT-013,00:18:55,3.1.2,Compartilhamento de dados com Estado/União,em_implementacao,alta,areas|risco|sistema|vulnerabilidade,"ACHADO. Há sistema estadual em uso pelo município, alimentado com áreas de risco, pontos de atenção e pessoas vulneráveis. É a única base estruturada e compartilhada com outro ente identificada no corpus — e ela existe fora do município, o que a torna simultaneamente um ativo e uma dependência.",,,,
18,Setor Público,"3.1.3. Dados, Monitoramento e Planejamento","Monitoramento em Construção: Não há metas específicas para a agenda climática, e o monitoramento é um produto em desenvolvimento. O plano de metas geral do IPPLAM engloba o tema de forma transversal, mas não isolada.",0.312,ENT-001-ENT-002,00:23:24,1.1.7,Monitoramento e avaliação da adaptação,inexistente,alta,climatica|geral|metas|monitoramento|plano,"Existe plano de metas municipal com acompanhamento periódico de percentual de execução, mas nenhum indicador climático próprio. O monitoramento da ação climática não tem instrumento dedicado: depende de leitura indireta de metas setoriais gerais.",,,,
18,Setor Público,"3.1.3. Dados, Monitoramento e Planejamento","Monitoramento em Construção: Não há metas específicas para a agenda climática, e o monitoramento é um produto em desenvolvimento. O plano de metas geral do IPPLAM engloba o tema de forma transversal, mas não isolada.",0.312,ENT-003,00:19:17,1.1.7,Monitoramento e avaliação da adaptação,inexistente,alta,climatica|construcao|metas|monitoramento|produto,"LACUNA CRÍTICA. Não existe hoje meta, indicador ou mecanismo de monitoramento específico para mudança climática. A dimensão tem prioridade «Muito alta» na matriz de Maringá e depende integralmente da entrega do contrato de consultoria.",,,,
18,Setor Público,"3.1.3. Dados, Monitoramento e Planejamento","Monitoramento em Construção: Não há metas específicas para a agenda climática, e o monitoramento é um produto em desenvolvimento. O plano de metas geral do IPPLAM engloba o tema de forma transversal, mas não isolada.",0.312,ENT-003,00:20:55,1.1.7,Monitoramento e avaliação da adaptação,monitorado,media,agenda|climatica|metas|monitoramento|plano,"Existe monitoramento setorial (saneamento e resíduos), mas movido por obrigação legal e reconhecido como incompleto pelo próprio órgão. Não há ponte declarada entre esses indicadores setoriais e a agenda climática.",,,,
19,Setor Público,"3.1.3. Dados, Monitoramento e Planejamento","Comunicação dos Dados: A comunicação dos dados é um desafio, pois as informações são frequentemente muito técnicas para o público leigo, dificultando a conscientização e a adesão da população.",0.25,ENT-001-ENT-002,00:34:19,4.2.1,Participação pública na agenda climática,inexistente,media,adesao|comunicacao|publico,"Divulgação e simplificação são apontadas como condição de adesão cidadã a instrumentos climático-fiscais. Dito por quem é, ele próprio, público interno que não conhece o instrumento — o que sugere que a barreira de comunicação começa dentro da prefeitura.",,,,
19,Setor Público,"3.1.3. Dados, Monitoramento e Planejamento","Comunicação dos Dados: A comunicação dos dados é um desafio, pois as informações são frequentemente muito técnicas para o público leigo, dificultando a conscientização e a adesão da população.",0.25,ENT-003,00:46:28,4.2.1,Participação pública na agenda climática,em_implementacao,media,comunicacao|conscientizacao|populacao,"A participação social é lida como pré-condição de viabilidade dos instrumentos econômicos, não como etapa formal de processo. Convergente com a dimensão transversal de percepção social prevista no Produto 2.",,,,
19,Setor Público,"3.1.3. Dados, Monitoramento e Planejamento","Comunicação dos Dados: A comunicação dos dados é um desafio, pois as informações são frequentemente muito técnicas para o público leigo, dificultando a conscientização e a adesão da população.",0.25,ENT-013,00:24:49,4.2.3,"Participação de conselhos, COMDEMA e sociedade civil",em_elaboracao,alta,comunicacao|dados|informacoes,"PROJETO ESTRUTURANTE, JÁ SUBMETIDO. Rede de núcleos comunitários de defesa civil como canal bidirecional — a comunidade identifica o risco local que o mapeamento não alcança, e recebe o alerta em linguagem própria. Responde de uma vez às lacunas de dado territorial fino (ENT-005, ENT-007) e de comunicação (cinco sessões), e se apoia na densidade associativa que ENT-007 documenta. É a proposta com melhor relação entre custo e alcance no corpus.",,,,
20,Setor Público,3.1.4. Governança e Coordenação,"Liderança Centralizada: A figura do prefeito, [participante], é apontada como o principal líder e articulador da agenda, sendo seu engajamento pessoal um fator crítico para a priorização do tema. A coordenação ainda reside fortemente no gabinete, sem uma unidade ou ""caixinha"" única responsável pela gestão integral.",0.286,ENT-015,00:45:16,1.2.1,Responsabilidades institucionais para implementação climática,inexistente,alta,agenda|apontada|caixinha|coordenacao|pessoal|responsavel|tema|unidade,"ACHADO CENTRAL DE GOVERNANÇA. A titularidade da agenda climática está na pessoa do chefe do Executivo, e a unidade destinada a assumi-la ainda não a assumiu. Confirma, no nível máximo, a lacuna apontada em ENT-008, ENT-010-ENT-011, ENT-012 e ENT-014, e explica por que a coordenação horizontal descrita em ENT-003 funciona por escalonamento pessoal: é assim que ela está desenhada. Dimensão «Muito alta».",,,,
20,Setor Público,3.1.4. Governança e Coordenação,"Liderança Centralizada: A figura do prefeito, [participante], é apontada como o principal líder e articulador da agenda, sendo seu engajamento pessoal um fator crítico para a priorização do tema. A coordenação ainda reside fortemente no gabinete, sem uma unidade ou ""caixinha"" única responsável pela gestão integral.",0.179,ENT-001-ENT-002,00:35:20,4.1.3,"Coordenação horizontal entre IAM, IPPLAM, Fazenda, Defesa Civil, SEMOB e Educação",inexistente,media,agenda|coordenacao|gabinete|pessoal|responsavel,"Não há instância institucional responsável pela agenda climática como conjunto; a coordenação repousa no gabinete do Chefe do Executivo. Converge com ENT-003, que descreveu o mesmo arranjo a partir do órgão ambiental: coordenação por relação pessoal e escalonamento. A formulação foi proposta pelo entrevistador e confirmada pelo participante, o que rebaixa a confiança.",,,,
20,Setor Público,3.1.4. Governança e Coordenação,"Liderança Centralizada: A figura do prefeito, [participante], é apontada como o principal líder e articulador da agenda, sendo seu engajamento pessoal um fator crítico para a priorização do tema. A coordenação ainda reside fortemente no gabinete, sem uma unidade ou ""caixinha"" única responsável pela gestão integral.",0.179,ENT-003,00:29:48,4.1.3,"Coordenação horizontal entre IAM, IPPLAM, Fazenda, Defesa Civil, SEMOB e Educação",em_implementacao,alta,agenda|coordenacao|lideranca|priorizacao|sendo,"FORTALEZA com contrapartida de risco. A liderança do Chefe do Executivo elimina o custo de convencimento e acelera decisão — e, sendo o único mecanismo de priorização identificado, torna a agenda dependente de uma pessoa. Insumo central para a recomendação de instância permanente de governança climática.",,,,
21,Setor Público,3.1.4. Governança e Coordenação,"Fragmentação e Integração: Não há uma secretaria ou departamento central que coordene as ações de forma global. As responsabilidades estão distribuídas, com destaque para o IAM (Instituto Ambiental), a SEMOP (Secretaria de Obras), a Defesa Civil e a Secretaria de Infraestrutura. A integração, embora reconhecida como desafiadora devido à descentralização, tem melhorado com reuniões semanais promovidas pela gestão, facilitando a comunicação entre os diretores.",0.152,ENT-001-ENT-002,00:35:20,1.2.1,Responsabilidades institucionais para implementação climática,em_implementacao,alta,ambiental|infraestrutura|obras|responsabilidades|secretaria,As responsabilidades setoriais são claras e prontamente identificadas por um servidor de área-meio — o que indica desenho institucional legível. O que não existe é competência climática transversal: cada órgão responde por um fragmento e nenhum responde pelo conjunto.,,,,
